ID	Cancer_type_mapped	Drug_curated	Association	Evidence_mapped
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	telatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	imatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	flumatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	MGCD-265(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	tandutinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	nintedanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	lucitanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	masitinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	KRN-633(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	fruquintinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	SU014813(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	telatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--PDGFRA	Gastrointestinal Stromal Tumor	imatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--PDGFRA	Gastrointestinal Stromal Tumor	flumatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--PDGFRA	Gastrointestinal Stromal Tumor	MGCD-265(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--PDGFRA	Gastrointestinal Stromal Tumor	tandutinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--PDGFRA	Gastrointestinal Stromal Tumor	nintedanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--PDGFRA	Gastrointestinal Stromal Tumor	lucitanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--PDGFRA	Gastrointestinal Stromal Tumor	masitinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--PDGFRA	Gastrointestinal Stromal Tumor	KRN-633(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--PDGFRA	Gastrointestinal Stromal Tumor	fruquintinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--PDGFRA	Gastrointestinal Stromal Tumor	SU014813(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--PDGFRA	Gastrointestinal Stromal Tumor	telatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--PDGFRA	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--PDGFRA	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	imatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	flumatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	MGCD-265(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	tandutinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	nintedanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	lucitanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	masitinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	KRN-633(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	fruquintinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	SU014813(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	telatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	imatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	flumatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	MGCD-265(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	tandutinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	nintedanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	lucitanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	masitinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	KRN-633(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	fruquintinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	SU014813(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	telatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	imatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	flumatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	MGCD-265(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	tandutinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	nintedanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	lucitanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	masitinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	KRN-633(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	fruquintinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	SU014813(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	telatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	imatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	flumatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	MGCD-265(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	tandutinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	nintedanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	lucitanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	masitinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	KRN-633(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	fruquintinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	SU014813(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	telatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KDR--PDGFRA	Gastrointestinal Stromal Tumor	imatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KDR--PDGFRA	Gastrointestinal Stromal Tumor	flumatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KDR--PDGFRA	Gastrointestinal Stromal Tumor	MGCD-265(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KDR--PDGFRA	Gastrointestinal Stromal Tumor	tandutinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KDR--PDGFRA	Gastrointestinal Stromal Tumor	nintedanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KDR--PDGFRA	Gastrointestinal Stromal Tumor	lucitanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KDR--PDGFRA	Gastrointestinal Stromal Tumor	masitinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KDR--PDGFRA	Gastrointestinal Stromal Tumor	KRN-633(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KDR--PDGFRA	Gastrointestinal Stromal Tumor	fruquintinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KDR--PDGFRA	Gastrointestinal Stromal Tumor	SU014813(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KDR--PDGFRA	Gastrointestinal Stromal Tumor	telatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KDR--PDGFRA	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KDR--PDGFRA	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	imatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	flumatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	MGCD-265(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	tandutinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	nintedanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	lucitanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	masitinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	KRN-633(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	fruquintinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	SU014813(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	telatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
STRN--PDGFRA	Gastrointestinal Stromal Tumor	imatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
STRN--PDGFRA	Gastrointestinal Stromal Tumor	flumatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
STRN--PDGFRA	Gastrointestinal Stromal Tumor	MGCD-265(10.1038/s43018-019-0018-6)	Responsive	Repurposed
STRN--PDGFRA	Gastrointestinal Stromal Tumor	tandutinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
STRN--PDGFRA	Gastrointestinal Stromal Tumor	nintedanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
STRN--PDGFRA	Gastrointestinal Stromal Tumor	lucitanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
STRN--PDGFRA	Gastrointestinal Stromal Tumor	masitinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
STRN--PDGFRA	Gastrointestinal Stromal Tumor	KRN-633(10.1038/s43018-019-0018-6)	Responsive	Repurposed
STRN--PDGFRA	Gastrointestinal Stromal Tumor	fruquintinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
STRN--PDGFRA	Gastrointestinal Stromal Tumor	SU014813(10.1038/s43018-019-0018-6)	Responsive	Repurposed
STRN--PDGFRA	Gastrointestinal Stromal Tumor	telatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
STRN--PDGFRA	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
STRN--PDGFRA	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PPFIBP2--BRAF	Langerhans Cell Histiocytosis	IEM1754(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	naringenin(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	naringenin(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	naringenin(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	naringenin(10.1038/s43018-019-0018-6)	Responsive	Repurposed
RUFY1--RET	Medullary Thyroid Cancer	SDZ-220-581(10.1038/s43018-019-0018-6)	Responsive	Repurposed
RUFY1--RET	Medullary Thyroid Cancer	SDZ-220-581(10.1038/s43018-019-0018-6)	Responsive	Repurposed
SRGAP3--RAF1	Langerhans Cell Histiocytosis	nomegestrol-acetate(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--TACC1	Solid tumor	acifran(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--TACC1	Solid tumor	acifran(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--TACC1	Solid tumor	acifran(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--TACC1	Solid tumor	acifran(10.1038/s43018-019-0018-6)	Responsive	Repurposed
TRIM24--BRAF	Langerhans Cell Histiocytosis	TU-2100(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZKSCAN1--BRAF	Langerhans Cell Histiocytosis	deracoxib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
